Month,Year,State Name,Mean
12,2023,Alaska,9.0
1,2024,Alaska,11.2
2,2024,Alaska,10.2
3,2024,Alaska,11.5
4,2024,Alaska,23.4
5,2024,Alaska,11.5
6,2024,Alaska,15.9
7,2024,Alaska,7.9
8,2024,Alaska,8.6
9,2024,Alaska,7.7
10,2024,Alaska,15.7
11,2024,Alaska,12.7
12,2024,Alaska,10.9
1,2025,Alaska,9.2
2,2025,Alaska,13.7
3,2025,Alaska,23.0
1,2020,Arizona,20.1
2,2020,Arizona,22.1
3,2020,Arizona,14.4
4,2020,Arizona,23.0
5,2020,Arizona,30.9
6,2020,Arizona,33.6
7,2020,Arizona,31.4
8,2020,Arizona,43.5
9,2020,Arizona,41.4
10,2020,Arizona,49.3
11,2020,Arizona,43.3
12,2020,Arizona,29.9
1,2021,Arizona,29.9
2,2021,Arizona,28.5
3,2021,Arizona,27.2
4,2021,Arizona,32.4
5,2021,Arizona,32.3
6,2021,Arizona,37.5
7,2021,Arizona,30.0
8,2021,Arizona,23.9
9,2021,Arizona,27.3
10,2021,Arizona,36.9
11,2021,Arizona,43.3
12,2021,Arizona,25.8
1,2022,Arizona,23.4
2,2022,Arizona,27.8
3,2022,Arizona,28.7
4,2022,Arizona,38.2
5,2022,Arizona,39.5
6,2022,Arizona,35.0
7,2022,Arizona,30.8
8,2022,Arizona,23.6
9,2022,Arizona,23.3
10,2022,Arizona,23.2
11,2022,Arizona,27.2
12,2022,Arizona,19.6
1,2023,Arizona,17.1
2,2023,Arizona,22.0
3,2023,Arizona,18.2
4,2023,Arizona,33.9
5,2023,Arizona,29.3
6,2023,Arizona,31.9
7,2023,Arizona,40.8
8,2023,Arizona,28.1
9,2023,Arizona,28.1
10,2023,Arizona,39.9
11,2023,Arizona,29.1
12,2023,Arizona,25.3
1,2024,Arizona,19.9
2,2024,Arizona,17.0
3,2024,Arizona,17.6
4,2024,Arizona,23.3
5,2024,Arizona,29.9
6,2024,Arizona,34.1
7,2024,Arizona,35.3
8,2024,Arizona,24.0
9,2024,Arizona,33.3
10,2024,Arizona,46.9
11,2024,Arizona,35.8
12,2024,Arizona,47.6
1,2025,Arizona,46.9
2,2025,Arizona,39.3
3,2025,Arizona,31.0
4,2025,Arizona,27.3
5,2025,Arizona,29.5
6,2025,Arizona,26.0
1,2020,Arkansas,10.5
2,2020,Arkansas,8.7
3,2020,Arkansas,13.5
4,2020,Arkansas,13.4
5,2020,Arkansas,10.7
6,2020,Arkansas,18.8
7,2020,Arkansas,18.8
8,2020,Arkansas,16.5
9,2020,Arkansas,18.2
10,2020,Arkansas,17.9
11,2020,Arkansas,14.9
12,2020,Arkansas,17.2
1,2021,Arkansas,11.7
2,2021,Arkansas,13.9
3,2021,Arkansas,15.4
4,2021,Arkansas,16.4
5,2021,Arkansas,14.2
6,2021,Arkansas,15.2
7,2021,Arkansas,19.9
8,2021,Arkansas,22.0
9,2021,Arkansas,18.2
10,2021,Arkansas,12.2
11,2021,Arkansas,15.6
12,2021,Arkansas,12.4
1,2022,Arkansas,14.2
2,2022,Arkansas,15.2
3,2022,Arkansas,12.5
4,2022,Arkansas,16.4
5,2022,Arkansas,13.4
6,2022,Arkansas,19.8
7,2022,Arkansas,18.0
8,2022,Arkansas,14.2
9,2022,Arkansas,20.7
10,2022,Arkansas,16.8
11,2022,Arkansas,15.6
12,2022,Arkansas,11.6
1,2023,Arkansas,12.1
2,2023,Arkansas,13.1
3,2023,Arkansas,14.4
4,2023,Arkansas,12.1
5,2023,Arkansas,19.5
6,2023,Arkansas,23.5
7,2023,Arkansas,18.1
8,2023,Arkansas,20.2
9,2023,Arkansas,24.8
10,2023,Arkansas,18.5
11,2023,Arkansas,17.2
12,2023,Arkansas,14.0
1,2024,Arkansas,11.1
2,2024,Arkansas,17.2
3,2024,Arkansas,15.1
4,2024,Arkansas,16.3
5,2024,Arkansas,15.9
6,2024,Arkansas,17.9
7,2024,Arkansas,17.2
8,2024,Arkansas,24.9
9,2024,Arkansas,17.0
10,2024,Arkansas,27.0
11,2024,Arkansas,13.1
12,2024,Arkansas,15.4
1,2025,Arkansas,12.8
2,2025,Arkansas,11.5
3,2025,Arkansas,18.4
4,2025,Arkansas,18.5
5,2025,Arkansas,17.5
6,2025,Arkansas,16.3
1,2020,California,17.9
2,2020,California,24.2
3,2020,California,12.5
4,2020,California,15.4
5,2020,California,23.6
6,2020,California,26.6
7,2020,California,26.5
8,2020,California,42.5
9,2020,California,74.8
10,2020,California,56.6
11,2020,California,30.3
12,2020,California,25.5
1,2021,California,19.4
2,2021,California,20.1
3,2021,California,19.9
4,2021,California,28.6
5,2021,California,30.2
6,2021,California,28.6
7,2021,California,28.2
8,2021,California,42.1
9,2021,California,41.5
10,2021,California,34.1
11,2021,California,25.0
12,2021,California,17.3
1,2022,California,21.5
2,2022,California,26.8
3,2022,California,23.4
4,2022,California,30.9
5,2022,California,38.0
6,2022,California,33.7
7,2022,California,26.3
8,2022,California,32.0
9,2022,California,32.1
10,2022,California,34.3
11,2022,California,24.8
12,2022,California,17.3
1,2023,California,15.3
2,2023,California,21.0
3,2023,California,11.8
4,2023,California,24.4
5,2023,California,23.1
6,2023,California,23.5
7,2023,California,30.2
8,2023,California,25.8
9,2023,California,30.9
10,2023,California,29.6
11,2023,California,25.3
12,2023,California,21.4
1,2024,California,14.9
2,2024,California,11.8
3,2024,California,16.0
4,2024,California,18.2
5,2024,California,23.8
6,2024,California,28.7
7,2024,California,28.7
8,2024,California,28.7
9,2024,California,31.7
10,2024,California,36.8
11,2024,California,23.8
12,2024,California,23.6
1,2025,California,23.4
2,2025,California,14.3
3,2025,California,15.2
4,2025,California,23.0
5,2025,California,30.0
6,2025,California,25.5
1,2020,Colorado,18.7
2,2020,Colorado,15.4
3,2020,Colorado,15.8
4,2020,Colorado,16.0
5,2020,Colorado,17.2
6,2020,Colorado,25.5
7,2020,Colorado,21.5
8,2020,Colorado,33.3
9,2020,Colorado,32.0
10,2020,Colorado,30.4
11,2020,Colorado,19.1
12,2020,Colorado,15.4
1,2021,Colorado,18.9
2,2021,Colorado,15.5
3,2021,Colorado,20.6
4,2021,Colorado,18.6
5,2021,Colorado,16.3
6,2021,Colorado,26.5
7,2021,Colorado,25.5
8,2021,Colorado,33.5
9,2021,Colorado,26.1
10,2021,Colorado,19.0
11,2021,Colorado,22.8
12,2021,Colorado,20.4
1,2022,Colorado,19.9
2,2022,Colorado,17.8
3,2022,Colorado,19.4
4,2022,Colorado,32.3
5,2022,Colorado,29.7
6,2022,Colorado,27.6
7,2022,Colorado,19.8
8,2022,Colorado,19.3
9,2022,Colorado,24.3
10,2022,Colorado,21.3
11,2022,Colorado,18.5
12,2022,Colorado,20.2
1,2023,Colorado,15.8
2,2023,Colorado,19.6
3,2023,Colorado,19.5
4,2023,Colorado,23.6
5,2023,Colorado,18.5
6,2023,Colorado,17.0
7,2023,Colorado,22.7
8,2023,Colorado,20.8
9,2023,Colorado,20.9
10,2023,Colorado,20.0
11,2023,Colorado,21.0
12,2023,Colorado,18.7
1,2024,Colorado,17.4
2,2024,Colorado,15.8
3,2024,Colorado,16.8
4,2024,Colorado,17.3
5,2024,Colorado,16.9
6,2024,Colorado,22.7
7,2024,Colorado,23.8
8,2024,Colorado,18.3
9,2024,Colorado,23.0
10,2024,Colorado,35.5
11,2024,Colorado,17.5
12,2024,Colorado,20.6
1,2025,Colorado,16.6
2,2025,Colorado,19.8
3,2025,Colorado,24.4
4,2025,Colorado,21.0
5,2025,Colorado,17.4
1,2020,Connecticut,13.8
2,2020,Connecticut,12.4
3,2020,Connecticut,9.9
4,2020,Connecticut,10.4
5,2020,Connecticut,11.5
6,2020,Connecticut,15.6
7,2020,Connecticut,16.7
8,2020,Connecticut,16.4
9,2020,Connecticut,15.0
10,2020,Connecticut,12.5
11,2020,Connecticut,15.5
12,2020,Connecticut,14.3
1,2021,Connecticut,12.9
2,2021,Connecticut,13.7
3,2021,Connecticut,14.2
4,2021,Connecticut,13.0
5,2021,Connecticut,13.9
6,2021,Connecticut,17.2
7,2021,Connecticut,19.4
8,2021,Connecticut,15.8
9,2021,Connecticut,13.3
10,2021,Connecticut,12.6
11,2021,Connecticut,12.9
12,2021,Connecticut,13.5
1,2022,Connecticut,16.3
2,2022,Connecticut,14.9
3,2022,Connecticut,14.0
4,2022,Connecticut,10.5
5,2022,Connecticut,12.8
6,2022,Connecticut,13.5
7,2022,Connecticut,15.6
8,2022,Connecticut,13.4
9,2022,Connecticut,11.4
10,2022,Connecticut,13.9
11,2022,Connecticut,12.7
12,2022,Connecticut,12.2
1,2023,Connecticut,10.4
2,2023,Connecticut,13.8
3,2023,Connecticut,10.4
4,2023,Connecticut,14.2
5,2023,Connecticut,15.5
6,2023,Connecticut,26.3
7,2023,Connecticut,20.5
8,2023,Connecticut,13.2
9,2023,Connecticut,14.5
10,2023,Connecticut,13.2
11,2023,Connecticut,11.1
12,2023,Connecticut,11.8
1,2024,Connecticut,10.9
2,2024,Connecticut,11.1
3,2024,Connecticut,7.4
4,2024,Connecticut,9.6
5,2024,Connecticut,10.8
6,2024,Connecticut,14.7
7,2024,Connecticut,15.5
8,2024,Connecticut,16.5
9,2024,Connecticut,11.2
10,2024,Connecticut,12.9
11,2024,Connecticut,8.9
12,2024,Connecticut,11.0
1,2025,Connecticut,13.1
2,2025,Connecticut,11.5
3,2025,Connecticut,9.7
1,2022,Country Of Mexico,66.6
2,2022,Country Of Mexico,55.6
3,2022,Country Of Mexico,48.7
4,2022,Country Of Mexico,49.5
5,2022,Country Of Mexico,51.8
6,2022,Country Of Mexico,38.2
7,2022,Country Of Mexico,23.7
8,2022,Country Of Mexico,21.6
9,2022,Country Of Mexico,42.4
10,2022,Country Of Mexico,54.5
11,2022,Country Of Mexico,76.7
12,2022,Country Of Mexico,57.0
1,2023,Country Of Mexico,48.3
2,2023,Country Of Mexico,48.3
3,2023,Country Of Mexico,45.0
4,2023,Country Of Mexico,58.5
5,2023,Country Of Mexico,46.1
6,2023,Country Of Mexico,50.7
7,2023,Country Of Mexico,33.1
8,2023,Country Of Mexico,32.4
9,2023,Country Of Mexico,65.6
10,2023,Country Of Mexico,70.3
11,2023,Country Of Mexico,75.1
12,2023,Country Of Mexico,79.5
1,2024,Country Of Mexico,61.6
2,2024,Country Of Mexico,65.4
3,2024,Country Of Mexico,51.6
4,2024,Country Of Mexico,49.2
5,2024,Country Of Mexico,66.0
6,2024,Country Of Mexico,47.8
7,2024,Country Of Mexico,38.5
8,2024,Country Of Mexico,45.0
9,2024,Country Of Mexico,68.8
10,2024,Country Of Mexico,109.5
11,2024,Country Of Mexico,89.6
12,2024,Country Of Mexico,127.0
1,2025,Country Of Mexico,80.6
2,2025,Country Of Mexico,102.2
3,2025,Country Of Mexico,65.2
4,2025,Country Of Mexico,60.5
5,2025,Country Of Mexico,61.9
6,2025,Country Of Mexico,56.5
1,2020,District Of Columbia,15.5
2,2020,District Of Columbia,13.3
3,2020,District Of Columbia,12.0
4,2020,District Of Columbia,12.1
5,2020,District Of Columbia,15.0
6,2020,District Of Columbia,13.9
7,2020,District Of Columbia,14.9
8,2020,District Of Columbia,12.9
9,2020,District Of Columbia,15.3
10,2020,District Of Columbia,16.7
11,2020,District Of Columbia,21.4
12,2020,District Of Columbia,15.1
1,2021,District Of Columbia,14.7
2,2021,District Of Columbia,15.9
3,2021,District Of Columbia,14.9
4,2021,District Of Columbia,16.7
5,2021,District Of Columbia,21.0
6,2021,District Of Columbia,17.3
7,2021,District Of Columbia,19.7
8,2021,District Of Columbia,15.0
9,2021,District Of Columbia,12.8
10,2021,District Of Columbia,12.1
11,2021,District Of Columbia,13.3
12,2021,District Of Columbia,15.4
1,2022,District Of Columbia,13.9
2,2022,District Of Columbia,13.3
3,2022,District Of Columbia,13.4
4,2022,District Of Columbia,12.7
5,2022,District Of Columbia,17.9
6,2022,District Of Columbia,16.7
7,2022,District Of Columbia,13.1
8,2022,District Of Columbia,11.1
9,2022,District Of Columbia,10.7
10,2022,District Of Columbia,11.1
11,2022,District Of Columbia,15.7
12,2022,District Of Columbia,16.5
1,2023,District Of Columbia,13.1
2,2023,District Of Columbia,14.9
3,2023,District Of Columbia,12.4
4,2023,District Of Columbia,17.3
5,2023,District Of Columbia,18.7
6,2023,District Of Columbia,39.5
7,2023,District Of Columbia,18.4
8,2023,District Of Columbia,16.5
9,2023,District Of Columbia,15.0
10,2023,District Of Columbia,15.4
11,2023,District Of Columbia,16.4
12,2023,District Of Columbia,14.7
1,2024,District Of Columbia,12.7
2,2024,District Of Columbia,15.3
3,2024,District Of Columbia,12.3
4,2024,District Of Columbia,13.9
5,2024,District Of Columbia,13.2
6,2024,District Of Columbia,15.7
7,2024,District Of Columbia,13.7
8,2024,District Of Columbia,15.9
9,2024,District Of Columbia,13.9
10,2024,District Of Columbia,17.3
11,2024,District Of Columbia,11.8
12,2024,District Of Columbia,13.8
1,2025,District Of Columbia,14.8
2,2025,District Of Columbia,12.7
3,2025,District Of Columbia,13.1
1,2020,Florida,18.7
2,2020,Florida,16.5
3,2020,Florida,20.2
4,2020,Florida,18.9
5,2020,Florida,17.3
6,2020,Florida,19.9
7,2020,Florida,23.4
8,2020,Florida,18.3
9,2020,Florida,19.7
10,2020,Florida,16.7
11,2020,Florida,16.1
12,2020,Florida,14.0
1,2021,Florida,15.9
2,2021,Florida,16.0
3,2021,Florida,18.3
4,2021,Florida,20.0
5,2021,Florida,19.1
6,2021,Florida,18.2
7,2021,Florida,17.5
8,2021,Florida,20.2
9,2021,Florida,17.6
10,2021,Florida,16.2
11,2021,Florida,14.9
12,2021,Florida,16.0
1,2022,Florida,16.2
2,2022,Florida,17.7
3,2022,Florida,20.3
4,2022,Florida,20.6
5,2022,Florida,19.4
6,2022,Florida,20.8
7,2022,Florida,20.3
8,2022,Florida,20.0
9,2022,Florida,14.5
10,2022,Florida,17.1
11,2022,Florida,16.5
12,2022,Florida,16.9
1,2023,Florida,16.8
2,2023,Florida,20.0
3,2023,Florida,21.9
4,2023,Florida,19.2
5,2023,Florida,18.6
6,2023,Florida,18.0
7,2023,Florida,22.6
8,2023,Florida,21.0
9,2023,Florida,15.1
10,2023,Florida,19.1
11,2023,Florida,15.5
12,2023,Florida,14.9
1,2024,Florida,15.9
2,2024,Florida,17.4
3,2024,Florida,17.7
4,2024,Florida,19.7
5,2024,Florida,20.5
6,2024,Florida,16.4
7,2024,Florida,22.7
8,2024,Florida,17.3
9,2024,Florida,15.1
10,2024,Florida,20.1
11,2024,Florida,18.5
12,2024,Florida,16.0
1,2025,Florida,14.8
2,2025,Florida,17.9
3,2025,Florida,20.9
1,2020,Georgia,10.4
2,2020,Georgia,9.4
3,2020,Georgia,14.5
4,2020,Georgia,12.2
5,2020,Georgia,12.5
6,2020,Georgia,17.6
7,2020,Georgia,16.5
8,2020,Georgia,17.1
9,2020,Georgia,15.5
10,2020,Georgia,15.6
11,2020,Georgia,12.8
12,2020,Georgia,13.9
1,2021,Georgia,11.2
2,2021,Georgia,11.6
3,2021,Georgia,16.6
4,2021,Georgia,15.9
5,2021,Georgia,14.3
6,2021,Georgia,11.6
7,2021,Georgia,19.6
8,2021,Georgia,22.9
9,2021,Georgia,18.8
10,2021,Georgia,19.2
11,2021,Georgia,18.3
12,2021,Georgia,19.9
1,2022,Georgia,15.1
2,2022,Georgia,18.5
3,2022,Georgia,18.6
4,2022,Georgia,18.9
5,2022,Georgia,18.7
6,2022,Georgia,24.0
7,2022,Georgia,18.4
8,2022,Georgia,18.0
9,2022,Georgia,17.3
10,2022,Georgia,18.5
11,2022,Georgia,15.7
12,2022,Georgia,15.1
1,2023,Georgia,13.9
2,2023,Georgia,16.4
3,2023,Georgia,19.9
4,2023,Georgia,18.2
5,2023,Georgia,17.2
6,2023,Georgia,24.5
7,2023,Georgia,22.1
8,2023,Georgia,19.4
9,2023,Georgia,18.1
10,2023,Georgia,16.5
11,2023,Georgia,18.6
12,2023,Georgia,15.5
1,2024,Georgia,11.2
2,2024,Georgia,16.4
3,2024,Georgia,15.4
4,2024,Georgia,18.3
5,2024,Georgia,15.2
6,2024,Georgia,17.3
7,2024,Georgia,15.9
8,2024,Georgia,20.7
9,2024,Georgia,15.6
10,2024,Georgia,22.2
11,2024,Georgia,15.9
12,2024,Georgia,16.8
1,2025,Georgia,15.3
2,2025,Georgia,19.9
3,2025,Georgia,17.9
4,2025,Georgia,18.4
5,2025,Georgia,15.7
1,2020,Hawaii,14.0
2,2020,Hawaii,14.1
3,2020,Hawaii,11.5
4,2020,Hawaii,11.0
5,2020,Hawaii,10.3
6,2020,Hawaii,9.5
7,2020,Hawaii,8.9
8,2020,Hawaii,9.2
9,2020,Hawaii,9.7
10,2020,Hawaii,10.9
11,2020,Hawaii,12.1
12,2020,Hawaii,13.4
1,2021,Hawaii,11.3
2,2021,Hawaii,13.6
3,2021,Hawaii,13.2
4,2021,Hawaii,10.4
5,2021,Hawaii,11.6
6,2021,Hawaii,8.3
7,2021,Hawaii,9.2
8,2021,Hawaii,11.4
9,2021,Hawaii,9.6
10,2021,Hawaii,9.9
11,2021,Hawaii,11.0
12,2021,Hawaii,11.3
1,2022,Hawaii,12.1
2,2022,Hawaii,12.3
3,2022,Hawaii,14.5
4,2022,Hawaii,19.7
5,2022,Hawaii,16.3
6,2022,Hawaii,12.3
7,2022,Hawaii,13.8
8,2022,Hawaii,13.0
9,2022,Hawaii,10.3
10,2022,Hawaii,10.9
11,2022,Hawaii,16.6
12,2022,Hawaii,15.7
1,2023,Hawaii,14.6
2,2023,Hawaii,18.7
3,2023,Hawaii,16.4
4,2023,Hawaii,14.2
5,2023,Hawaii,14.4
6,2023,Hawaii,11.0
7,2023,Hawaii,13.7
8,2023,Hawaii,18.2
9,2023,Hawaii,14.2
10,2023,Hawaii,10.5
11,2023,Hawaii,13.6
12,2023,Hawaii,12.4
1,2024,Hawaii,17.5
2,2024,Hawaii,13.9
3,2024,Hawaii,14.0
4,2024,Hawaii,15.4
5,2024,Hawaii,13.8
6,2024,Hawaii,12.6
7,2024,Hawaii,10.9
8,2024,Hawaii,12.0
9,2024,Hawaii,11.8
10,2024,Hawaii,12.3
11,2024,Hawaii,13.7
12,2024,Hawaii,13.5
1,2025,Hawaii,13.4
2,2025,Hawaii,12.9
3,2025,Hawaii,13.8
1,2020,Idaho,9.8
2,2020,Idaho,15.3
3,2020,Idaho,13.9
4,2020,Idaho,14.5
5,2020,Idaho,14.4
6,2020,Idaho,14.0
7,2020,Idaho,21.3
8,2020,Idaho,36.4
9,2020,Idaho,53.5
10,2020,Idaho,28.6
11,2020,Idaho,18.9
12,2020,Idaho,17.1
1,2021,Idaho,14.5
2,2021,Idaho,12.8
3,2021,Idaho,21.2
4,2021,Idaho,22.8
5,2021,Idaho,19.2
6,2021,Idaho,27.3
7,2021,Idaho,46.8
8,2021,Idaho,48.2
9,2021,Idaho,33.0
10,2021,Idaho,17.7
11,2021,Idaho,16.0
12,2021,Idaho,12.8
1,2022,Idaho,16.5
2,2022,Idaho,18.6
3,2022,Idaho,17.1
4,2022,Idaho,15.1
5,2022,Idaho,11.4
6,2022,Idaho,16.2
7,2022,Idaho,31.5
8,2022,Idaho,35.5
9,2022,Idaho,43.1
10,2022,Idaho,27.9
11,2022,Idaho,18.1
12,2022,Idaho,12.0
1,2023,Idaho,120.7
2,2023,Idaho,15.7
3,2023,Idaho,11.3
4,2023,Idaho,14.8
5,2023,Idaho,19.2
6,2023,Idaho,16.1
7,2023,Idaho,25.2
8,2023,Idaho,27.2
9,2023,Idaho,18.7
10,2023,Idaho,15.7
11,2023,Idaho,20.1
12,2023,Idaho,13.4
1,2024,Idaho,13.5
2,2024,Idaho,10.4
3,2024,Idaho,12.4
4,2024,Idaho,15.9
5,2024,Idaho,12.6
6,2024,Idaho,17.6
7,2024,Idaho,37.0
8,2024,Idaho,37.5
9,2024,Idaho,30.9
10,2024,Idaho,26.3
11,2024,Idaho,13.7
12,2024,Idaho,13.4
1,2025,Idaho,17.6
2,2025,Idaho,12.1
3,2025,Idaho,15.2
4,2025,Idaho,21.5
5,2025,Idaho,17.6
6,2025,Idaho,25.0
1,2020,Illinois,23.8
2,2020,Illinois,24.1
3,2020,Illinois,22.5
4,2020,Illinois,28.1
5,2020,Illinois,24.9
6,2020,Illinois,39.2
7,2020,Illinois,35.4
8,2020,Illinois,37.4
9,2020,Illinois,38.8
10,2020,Illinois,36.7
11,2020,Illinois,39.8
12,2020,Illinois,33.4
1,2021,Illinois,25.2
2,2021,Illinois,30.5
3,2021,Illinois,36.0
4,2021,Illinois,36.3
5,2021,Illinois,33.5
6,2021,Illinois,31.4
7,2021,Illinois,30.7
8,2021,Illinois,38.8
9,2021,Illinois,32.3
10,2021,Illinois,30.6
11,2021,Illinois,34.9
12,2021,Illinois,27.6
1,2022,Illinois,31.6
2,2022,Illinois,28.8
3,2022,Illinois,26.8
4,2022,Illinois,29.4
5,2022,Illinois,33.1
6,2022,Illinois,36.6
7,2022,Illinois,30.8
8,2022,Illinois,30.8
9,2022,Illinois,32.7
10,2022,Illinois,38.1
11,2022,Illinois,30.0
12,2022,Illinois,22.1
1,2023,Illinois,18.4
2,2023,Illinois,19.7
3,2023,Illinois,17.1
4,2023,Illinois,26.3
5,2023,Illinois,30.0
6,2023,Illinois,41.5
7,2023,Illinois,32.2
8,2023,Illinois,31.6
9,2023,Illinois,25.8
10,2023,Illinois,28.2
11,2023,Illinois,31.2
12,2023,Illinois,21.3
1,2024,Illinois,15.9
2,2024,Illinois,24.9
3,2024,Illinois,20.4
4,2024,Illinois,18.9
5,2024,Illinois,21.6
6,2024,Illinois,25.3
7,2024,Illinois,22.6
8,2024,Illinois,23.7
9,2024,Illinois,26.4
10,2024,Illinois,36.8
11,2024,Illinois,16.2
12,2024,Illinois,20.0
1,2025,Illinois,18.0
2,2025,Illinois,16.9
3,2025,Illinois,24.7
4,2025,Illinois,15.6
5,2025,Illinois,15.0
6,2025,Illinois,28.3
1,2020,Indiana,14.1
2,2020,Indiana,15.5
3,2020,Indiana,14.5
4,2020,Indiana,20.1
5,2020,Indiana,17.6
6,2020,Indiana,23.8
7,2020,Indiana,21.4
8,2020,Indiana,22.3
9,2020,Indiana,22.6
10,2020,Indiana,17.6
11,2020,Indiana,19.2
12,2020,Indiana,18.7
1,2021,Indiana,13.4
2,2021,Indiana,16.0
3,2021,Indiana,20.3
4,2021,Indiana,22.4
5,2021,Indiana,18.4
6,2021,Indiana,21.5
7,2021,Indiana,27.3
8,2021,Indiana,24.0
9,2021,Indiana,22.7
10,2021,Indiana,19.0
11,2021,Indiana,20.0
12,2021,Indiana,16.0
1,2022,Indiana,17.8
2,2022,Indiana,16.7
3,2022,Indiana,18.3
4,2022,Indiana,17.4
5,2022,Indiana,22.0
6,2022,Indiana,29.0
7,2022,Indiana,22.6
8,2022,Indiana,19.3
9,2022,Indiana,21.6
10,2022,Indiana,26.5
11,2022,Indiana,21.4
12,2022,Indiana,17.7
1,2023,Indiana,14.5
2,2023,Indiana,16.2
3,2023,Indiana,14.6
4,2023,Indiana,21.7
5,2023,Indiana,27.7
6,2023,Indiana,40.3
7,2023,Indiana,26.3
8,2023,Indiana,24.9
9,2023,Indiana,19.4
10,2023,Indiana,19.7
11,2023,Indiana,21.9
12,2023,Indiana,15.5
1,2024,Indiana,11.2
2,2024,Indiana,19.1
3,2024,Indiana,18.4
4,2024,Indiana,17.0
5,2024,Indiana,19.8
6,2024,Indiana,22.1
7,2024,Indiana,21.3
8,2024,Indiana,22.7
9,2024,Indiana,23.4
10,2024,Indiana,29.8
11,2024,Indiana,13.0
12,2024,Indiana,15.1
1,2025,Indiana,14.9
2,2025,Indiana,15.3
3,2025,Indiana,20.3
4,2025,Indiana,18.6
5,2025,Indiana,20.4
6,2025,Indiana,32.1
1,2020,Iowa,22.9
2,2020,Iowa,19.1
3,2020,Iowa,19.8
4,2020,Iowa,24.4
5,2020,Iowa,25.1
6,2020,Iowa,35.5
7,2020,Iowa,31.7
8,2020,Iowa,31.2
9,2020,Iowa,29.3
10,2020,Iowa,29.9
11,2020,Iowa,26.6
12,2020,Iowa,27.9
1,2021,Iowa,17.7
2,2021,Iowa,20.9
3,2021,Iowa,22.6
4,2021,Iowa,31.3
5,2021,Iowa,22.9
6,2021,Iowa,30.8
7,2021,Iowa,31.5
8,2021,Iowa,33.2
9,2021,Iowa,34.6
10,2021,Iowa,21.8
11,2021,Iowa,28.8
12,2021,Iowa,27.1
1,2022,Iowa,19.9
2,2022,Iowa,21.8
3,2022,Iowa,17.7
4,2022,Iowa,20.9
5,2022,Iowa,31.4
6,2022,Iowa,29.0
7,2022,Iowa,26.6
