Month,Year,State Name,Mean
1,2024,Arkansas,6.6
2,2024,Arkansas,8.2
3,2024,Arkansas,7.3
4,2024,Arkansas,7.5
5,2024,Arkansas,10.2
6,2024,Arkansas,10.3
7,2024,Arkansas,11.7
8,2024,Arkansas,14.9
9,2024,Arkansas,10.5
10,2024,Arkansas,17.3
11,2024,Arkansas,8.5
12,2024,Arkansas,8.3
1,2025,Arkansas,9.6
2,2025,Arkansas,7.5
3,2025,Arkansas,9.0
4,2025,Arkansas,8.1
5,2025,Arkansas,8.4
6,2025,Arkansas,10.1
1,2020,California,9.4
2,2020,California,9.3
3,2020,California,4.8
4,2020,California,5.6
5,2020,California,6.6
6,2020,California,6.8
7,2020,California,8.6
8,2020,California,19.0
9,2020,California,37.4
10,2020,California,21.9
11,2020,California,11.7
12,2020,California,12.4
1,2021,California,10.5
2,2021,California,8.1
3,2021,California,6.2
4,2021,California,8.1
5,2021,California,7.9
6,2021,California,7.0
7,2021,California,8.9
8,2021,California,18.5
9,2021,California,14.2
10,2021,California,9.2
11,2021,California,11.7
12,2021,California,10.1
1,2022,California,11.9
2,2022,California,9.0
3,2022,California,6.6
4,2022,California,7.6
5,2022,California,7.5
6,2022,California,7.1
7,2022,California,6.9
8,2022,California,7.9
9,2022,California,9.0
10,2022,California,8.2
11,2022,California,9.2
12,2022,California,9.8
1,2023,California,6.5
2,2023,California,7.0
3,2023,California,4.7
4,2023,California,6.9
5,2023,California,6.2
6,2023,California,6.6
7,2023,California,9.2
8,2023,California,9.0
9,2023,California,9.9
10,2023,California,7.7
11,2023,California,9.1
12,2023,California,10.7
1,2024,California,7.5
2,2024,California,5.6
3,2024,California,4.7
4,2024,California,6.2
5,2024,California,7.0
6,2024,California,8.6
7,2024,California,9.7
8,2024,California,8.3
9,2024,California,8.4
10,2024,California,8.6
11,2024,California,8.4
12,2024,California,12.3
1,2025,California,10.7
2,2025,California,6.5
3,2025,California,5.2
4,2025,California,6.5
5,2025,California,8.1
6,2025,California,6.0
7,2025,California,7.1
1,2020,Colorado,6.0
2,2020,Colorado,6.1
3,2020,Colorado,5.2
4,2020,Colorado,5.2
5,2020,Colorado,5.2
6,2020,Colorado,5.6
7,2020,Colorado,6.5
8,2020,Colorado,15.0
9,2020,Colorado,15.0
10,2020,Colorado,12.7
11,2020,Colorado,6.5
12,2020,Colorado,6.9
1,2021,Colorado,7.5
2,2021,Colorado,8.0
3,2021,Colorado,7.8
4,2021,Colorado,6.0
5,2021,Colorado,5.8
6,2021,Colorado,8.1
7,2021,Colorado,10.9
8,2021,Colorado,18.2
9,2021,Colorado,10.7
10,2021,Colorado,5.5
11,2021,Colorado,6.4
12,2021,Colorado,5.7
1,2022,Colorado,8.4
2,2022,Colorado,6.7
3,2022,Colorado,5.3
4,2022,Colorado,5.9
5,2022,Colorado,5.5
6,2022,Colorado,5.8
7,2022,Colorado,5.1
8,2022,Colorado,5.4
9,2022,Colorado,6.8
10,2022,Colorado,5.9
11,2022,Colorado,5.6
12,2022,Colorado,6.7
1,2023,Colorado,8.8
2,2023,Colorado,6.2
3,2023,Colorado,5.6
4,2023,Colorado,4.8
5,2023,Colorado,10.0
6,2023,Colorado,5.1
7,2023,Colorado,6.7
8,2023,Colorado,6.2
9,2023,Colorado,5.7
10,2023,Colorado,5.6
11,2023,Colorado,5.7
12,2023,Colorado,5.8
1,2024,Colorado,6.5
2,2024,Colorado,4.9
3,2024,Colorado,5.0
4,2024,Colorado,4.1
5,2024,Colorado,3.8
6,2024,Colorado,5.1
7,2024,Colorado,9.2
8,2024,Colorado,5.8
9,2024,Colorado,6.0
10,2024,Colorado,9.4
11,2024,Colorado,5.8
12,2024,Colorado,5.5
1,2025,Colorado,6.0
2,2025,Colorado,6.6
3,2025,Colorado,4.2
4,2025,Colorado,4.9
5,2025,Colorado,4.3
1,2020,Connecticut,7.3
2,2020,Connecticut,7.6
3,2020,Connecticut,5.4
4,2020,Connecticut,5.3
5,2020,Connecticut,4.9
6,2020,Connecticut,7.0
7,2020,Connecticut,8.5
8,2020,Connecticut,7.8
9,2020,Connecticut,6.1
10,2020,Connecticut,5.9
11,2020,Connecticut,8.9
12,2020,Connecticut,9.0
1,2021,Connecticut,7.8
2,2021,Connecticut,7.4
3,2021,Connecticut,6.4
4,2021,Connecticut,6.0
5,2021,Connecticut,5.5
6,2021,Connecticut,7.9
7,2021,Connecticut,11.9
8,2021,Connecticut,8.1
9,2021,Connecticut,5.7
10,2021,Connecticut,5.4
11,2021,Connecticut,7.2
12,2021,Connecticut,8.2
1,2022,Connecticut,8.7
2,2022,Connecticut,7.3
3,2022,Connecticut,7.1
4,2022,Connecticut,4.4
5,2022,Connecticut,5.5
6,2022,Connecticut,5.8
7,2022,Connecticut,7.7
8,2022,Connecticut,6.4
9,2022,Connecticut,5.0
10,2022,Connecticut,6.3
11,2022,Connecticut,6.5
12,2022,Connecticut,7.2
1,2023,Connecticut,6.3
2,2023,Connecticut,8.1
3,2023,Connecticut,5.3
4,2023,Connecticut,6.3
5,2023,Connecticut,6.2
6,2023,Connecticut,17.9
7,2023,Connecticut,11.8
8,2023,Connecticut,7.5
9,2023,Connecticut,7.9
10,2023,Connecticut,6.4
11,2023,Connecticut,6.6
12,2023,Connecticut,8.1
1,2024,Connecticut,5.8
2,2024,Connecticut,6.1
3,2024,Connecticut,3.9
4,2024,Connecticut,4.6
5,2024,Connecticut,5.0
6,2024,Connecticut,7.0
7,2024,Connecticut,8.5
8,2024,Connecticut,8.9
9,2024,Connecticut,5.1
10,2024,Connecticut,5.8
11,2024,Connecticut,4.4
12,2024,Connecticut,6.6
1,2025,Connecticut,6.4
2,2025,Connecticut,6.4
3,2025,Connecticut,4.8
10,2020,Country Of Mexico,25.5
11,2020,Country Of Mexico,31.5
12,2020,Country Of Mexico,40.2
1,2021,Country Of Mexico,30.7
2,2021,Country Of Mexico,23.8
3,2021,Country Of Mexico,14.8
4,2021,Country Of Mexico,11.3
5,2021,Country Of Mexico,13.5
6,2021,Country Of Mexico,15.3
7,2021,Country Of Mexico,12.0
8,2021,Country Of Mexico,12.8
9,2021,Country Of Mexico,14.7
10,2021,Country Of Mexico,21.6
11,2021,Country Of Mexico,31.1
12,2021,Country Of Mexico,32.4
1,2022,Country Of Mexico,27.6
2,2022,Country Of Mexico,19.1
3,2022,Country Of Mexico,20.7
4,2022,Country Of Mexico,15.1
5,2022,Country Of Mexico,12.6
6,2022,Country Of Mexico,11.2
7,2022,Country Of Mexico,8.9
8,2022,Country Of Mexico,8.0
9,2022,Country Of Mexico,8.1
10,2022,Country Of Mexico,10.0
11,2022,Country Of Mexico,14.7
12,2022,Country Of Mexico,17.2
1,2023,Country Of Mexico,12.5
2,2023,Country Of Mexico,11.0
3,2023,Country Of Mexico,8.4
4,2023,Country Of Mexico,9.4
5,2023,Country Of Mexico,7.6
6,2023,Country Of Mexico,8.5
7,2023,Country Of Mexico,7.2
8,2023,Country Of Mexico,6.8
9,2023,Country Of Mexico,10.7
10,2023,Country Of Mexico,11.1
11,2023,Country Of Mexico,12.7
12,2023,Country Of Mexico,19.4
1,2024,Country Of Mexico,17.2
2,2024,Country Of Mexico,13.0
3,2024,Country Of Mexico,9.6
4,2024,Country Of Mexico,7.8
5,2024,Country Of Mexico,9.8
6,2024,Country Of Mexico,8.1
7,2024,Country Of Mexico,8.2
8,2024,Country Of Mexico,8.4
9,2024,Country Of Mexico,11.3
10,2024,Country Of Mexico,17.0
11,2024,Country Of Mexico,16.8
12,2024,Country Of Mexico,27.8
1,2025,Country Of Mexico,20.6
2,2025,Country Of Mexico,23.0
3,2025,Country Of Mexico,10.5
4,2025,Country Of Mexico,10.2
5,2025,Country Of Mexico,9.8
6,2025,Country Of Mexico,9.2
1,2020,Delaware,7.0
2,2020,Delaware,7.5
3,2020,Delaware,7.0
4,2020,Delaware,6.1
5,2020,Delaware,5.6
6,2020,Delaware,6.2
7,2020,Delaware,7.7
8,2020,Delaware,6.9
9,2020,Delaware,5.7
10,2020,Delaware,5.7
11,2020,Delaware,8.7
12,2020,Delaware,8.9
1,2021,Delaware,8.8
2,2021,Delaware,8.9
3,2021,Delaware,6.5
4,2021,Delaware,6.1
5,2021,Delaware,5.7
6,2021,Delaware,6.5
7,2021,Delaware,12.4
8,2021,Delaware,7.7
9,2021,Delaware,6.5
10,2021,Delaware,5.8
11,2021,Delaware,7.7
12,2021,Delaware,9.3
1,2022,Delaware,8.3
2,2022,Delaware,7.8
3,2022,Delaware,6.9
4,2022,Delaware,5.3
5,2022,Delaware,6.2
6,2022,Delaware,6.5
7,2022,Delaware,7.7
8,2022,Delaware,6.1
9,2022,Delaware,5.3
10,2022,Delaware,5.3
11,2022,Delaware,7.0
12,2022,Delaware,8.4
1,2023,Delaware,7.2
2,2023,Delaware,8.5
3,2023,Delaware,7.2
4,2023,Delaware,7.1
5,2023,Delaware,8.1
6,2023,Delaware,26.7
7,2023,Delaware,10.6
8,2023,Delaware,9.2
9,2023,Delaware,7.4
10,2023,Delaware,6.4
11,2023,Delaware,8.2
12,2023,Delaware,8.4
1,2024,Delaware,7.1
2,2024,Delaware,7.7
3,2024,Delaware,5.0
4,2024,Delaware,5.8
5,2024,Delaware,6.0
6,2024,Delaware,7.0
7,2024,Delaware,7.4
8,2024,Delaware,8.6
9,2024,Delaware,5.3
10,2024,Delaware,5.8
11,2024,Delaware,5.2
12,2024,Delaware,7.2
1,2025,Delaware,8.7
2,2025,Delaware,7.1
3,2025,Delaware,5.9
1,2020,District Of Columbia,6.1
2,2020,District Of Columbia,6.4
3,2020,District Of Columbia,5.6
4,2020,District Of Columbia,5.1
5,2020,District Of Columbia,5.5
6,2020,District Of Columbia,7.7
7,2020,District Of Columbia,10.5
8,2020,District Of Columbia,7.8
9,2020,District Of Columbia,6.3
10,2020,District Of Columbia,5.9
11,2020,District Of Columbia,8.6
12,2020,District Of Columbia,6.9
1,2021,District Of Columbia,7.5
2,2021,District Of Columbia,8.8
3,2021,District Of Columbia,7.2
4,2021,District Of Columbia,7.0
5,2021,District Of Columbia,7.4
6,2021,District Of Columbia,8.5
7,2021,District Of Columbia,15.2
8,2021,District Of Columbia,10.7
9,2021,District Of Columbia,8.1
10,2021,District Of Columbia,6.8
11,2021,District Of Columbia,8.1
12,2021,District Of Columbia,8.6
1,2022,District Of Columbia,7.5
2,2022,District Of Columbia,7.4
3,2022,District Of Columbia,6.7
4,2022,District Of Columbia,5.6
5,2022,District Of Columbia,7.5
6,2022,District Of Columbia,9.4
7,2022,District Of Columbia,10.5
8,2022,District Of Columbia,7.5
9,2022,District Of Columbia,6.8
10,2022,District Of Columbia,7.1
11,2022,District Of Columbia,7.6
12,2022,District Of Columbia,8.3
1,2023,District Of Columbia,6.8
2,2023,District Of Columbia,6.9
3,2023,District Of Columbia,6.2
4,2023,District Of Columbia,7.4
5,2023,District Of Columbia,8.5
6,2023,District Of Columbia,22.3
7,2023,District Of Columbia,12.8
8,2023,District Of Columbia,9.3
9,2023,District Of Columbia,7.1
10,2023,District Of Columbia,6.6
11,2023,District Of Columbia,7.6
12,2023,District Of Columbia,7.6
1,2024,District Of Columbia,6.3
2,2024,District Of Columbia,6.9
3,2024,District Of Columbia,4.4
4,2024,District Of Columbia,5.2
5,2024,District Of Columbia,6.0
6,2024,District Of Columbia,8.2
7,2024,District Of Columbia,8.8
8,2024,District Of Columbia,8.2
9,2024,District Of Columbia,5.3
10,2024,District Of Columbia,5.9
11,2024,District Of Columbia,4.7
12,2024,District Of Columbia,6.6
1,2025,District Of Columbia,6.6
2,2025,District Of Columbia,5.8
3,2025,District Of Columbia,5.4
1,2020,Florida,7.9
2,2020,Florida,7.0
3,2020,Florida,7.9
4,2020,Florida,8.8
5,2020,Florida,6.6
6,2020,Florida,7.4
7,2020,Florida,8.7
8,2020,Florida,6.7
9,2020,Florida,7.4
10,2020,Florida,6.7
11,2020,Florida,6.4
12,2020,Florida,7.8
1,2021,Florida,7.9
2,2021,Florida,7.6
3,2021,Florida,7.4
4,2021,Florida,8.4
5,2021,Florida,7.4
6,2021,Florida,7.1
7,2021,Florida,7.4
8,2021,Florida,7.7
9,2021,Florida,6.9
10,2021,Florida,6.0
11,2021,Florida,6.3
12,2021,Florida,7.5
1,2022,Florida,7.4
2,2022,Florida,7.5
3,2022,Florida,7.8
4,2022,Florida,7.2
5,2022,Florida,7.5
6,2022,Florida,7.4
7,2022,Florida,7.1
8,2022,Florida,7.1
9,2022,Florida,5.7
10,2022,Florida,6.6
11,2022,Florida,6.9
12,2022,Florida,7.5
1,2023,Florida,7.8
2,2023,Florida,8.2
3,2023,Florida,9.3
4,2023,Florida,7.2
5,2023,Florida,7.6
6,2023,Florida,7.6
7,2023,Florida,9.4
8,2023,Florida,8.1
9,2023,Florida,6.1
10,2023,Florida,7.5
11,2023,Florida,6.6
12,2023,Florida,6.2
1,2024,Florida,7.1
2,2024,Florida,7.6
3,2024,Florida,7.0
4,2024,Florida,7.5
5,2024,Florida,8.3
6,2024,Florida,6.1
7,2024,Florida,8.0
8,2024,Florida,7.2
9,2024,Florida,5.5
10,2024,Florida,6.7
11,2024,Florida,6.4
12,2024,Florida,6.4
1,2025,Florida,6.9
2,2025,Florida,7.1
3,2025,Florida,8.0
1,2020,Georgia,6.6
2,2020,Georgia,6.5
3,2020,Georgia,10.0
4,2020,Georgia,7.9
5,2020,Georgia,6.8
6,2020,Georgia,9.4
7,2020,Georgia,8.4
8,2020,Georgia,8.4
9,2020,Georgia,8.2
10,2020,Georgia,8.5
11,2020,Georgia,8.2
12,2020,Georgia,10.3
1,2021,Georgia,8.5
2,2021,Georgia,8.2
3,2021,Georgia,11.7
4,2021,Georgia,11.4
5,2021,Georgia,8.8
6,2021,Georgia,7.5
7,2021,Georgia,10.0
8,2021,Georgia,9.7
9,2021,Georgia,8.7
10,2021,Georgia,8.2
11,2021,Georgia,10.1
12,2021,Georgia,10.8
1,2022,Georgia,9.2
2,2022,Georgia,11.3
3,2022,Georgia,9.8
4,2022,Georgia,9.1
5,2022,Georgia,8.6
6,2022,Georgia,9.9
7,2022,Georgia,6.9
8,2022,Georgia,7.4
9,2022,Georgia,7.9
10,2022,Georgia,9.8
11,2022,Georgia,9.0
12,2022,Georgia,8.5
1,2023,Georgia,8.5
2,2023,Georgia,9.5
3,2023,Georgia,12.0
4,2023,Georgia,8.8
5,2023,Georgia,9.2
6,2023,Georgia,13.3
7,2023,Georgia,12.5
8,2023,Georgia,9.9
9,2023,Georgia,9.5
10,2023,Georgia,8.3
11,2023,Georgia,11.0
12,2023,Georgia,8.2
1,2024,Georgia,7.2
2,2024,Georgia,11.8
3,2024,Georgia,9.5
4,2024,Georgia,9.8
5,2024,Georgia,7.8
6,2024,Georgia,9.0
7,2024,Georgia,7.6
8,2024,Georgia,9.9
9,2024,Georgia,7.9
10,2024,Georgia,10.3
11,2024,Georgia,8.1
12,2024,Georgia,9.3
1,2025,Georgia,8.8
2,2025,Georgia,11.0
3,2025,Georgia,10.3
4,2025,Georgia,9.5
5,2025,Georgia,7.7
1,2020,Hawaii,3.0
2,2020,Hawaii,3.1
3,2020,Hawaii,2.6
4,2020,Hawaii,2.8
5,2020,Hawaii,2.6
6,2020,Hawaii,2.8
7,2020,Hawaii,2.5
8,2020,Hawaii,2.5
9,2020,Hawaii,2.8
10,2020,Hawaii,3.4
11,2020,Hawaii,2.8
12,2020,Hawaii,3.9
1,2021,Hawaii,3.9
2,2021,Hawaii,3.7
3,2021,Hawaii,3.7
4,2021,Hawaii,3.0
5,2021,Hawaii,2.7
6,2021,Hawaii,2.2
7,2021,Hawaii,2.5
8,2021,Hawaii,2.6
9,2021,Hawaii,2.1
10,2021,Hawaii,3.9
11,2021,Hawaii,3.5
12,2021,Hawaii,2.7
1,2022,Hawaii,3.6
2,2022,Hawaii,3.3
3,2022,Hawaii,4.2
4,2022,Hawaii,4.6
5,2022,Hawaii,4.6
6,2022,Hawaii,3.3
7,2022,Hawaii,3.3
8,2022,Hawaii,3.7
9,2022,Hawaii,3.3
10,2022,Hawaii,3.2
11,2022,Hawaii,3.2
12,2022,Hawaii,3.7
1,2023,Hawaii,5.2
2,2023,Hawaii,4.0
3,2023,Hawaii,3.6
4,2023,Hawaii,2.9
5,2023,Hawaii,3.1
6,2023,Hawaii,3.0
7,2023,Hawaii,3.1
8,2023,Hawaii,3.6
9,2023,Hawaii,3.6
10,2023,Hawaii,2.2
11,2023,Hawaii,2.7
12,2023,Hawaii,2.4
1,2024,Hawaii,3.5
2,2024,Hawaii,2.7
3,2024,Hawaii,3.1
4,2024,Hawaii,3.3
5,2024,Hawaii,3.0
6,2024,Hawaii,3.4
7,2024,Hawaii,2.7
8,2024,Hawaii,2.5
9,2024,Hawaii,2.5
10,2024,Hawaii,2.5
11,2024,Hawaii,2.3
12,2024,Hawaii,3.5
1,2025,Hawaii,4.3
2,2025,Hawaii,4.8
3,2025,Hawaii,4.5
4,2025,Hawaii,1.7
1,2020,Idaho,6.8
2,2020,Idaho,6.5
3,2020,Idaho,5.6
4,2020,Idaho,4.1
5,2020,Idaho,3.4
6,2020,Idaho,3.3
7,2020,Idaho,5.5
8,2020,Idaho,11.1
9,2020,Idaho,27.2
10,2020,Idaho,10.8
11,2020,Idaho,10.3
12,2020,Idaho,11.7
1,2021,Idaho,10.7
2,2021,Idaho,6.0
3,2021,Idaho,7.3
4,2021,Idaho,5.3
5,2021,Idaho,4.0
6,2021,Idaho,5.4
7,2021,Idaho,16.2
8,2021,Idaho,23.9
9,2021,Idaho,11.7
10,2021,Idaho,6.8
11,2021,Idaho,9.2
12,2021,Idaho,8.4
1,2022,Idaho,12.7
2,2022,Idaho,10.9
3,2022,Idaho,5.4
4,2022,Idaho,4.2
5,2022,Idaho,3.0
6,2022,Idaho,4.2
7,2022,Idaho,10.1
8,2022,Idaho,12.4
9,2022,Idaho,22.4
10,2022,Idaho,11.0
11,2022,Idaho,13.7
12,2022,Idaho,12.0
1,2023,Idaho,10.3
2,2023,Idaho,10.1
3,2023,Idaho,5.7
4,2023,Idaho,4.4
5,2023,Idaho,6.6
6,2023,Idaho,5.3
7,2023,Idaho,7.7
8,2023,Idaho,11.4
9,2023,Idaho,5.2
10,2023,Idaho,7.1
11,2023,Idaho,13.7
12,2023,Idaho,10.9
1,2024,Idaho,13.6
2,2024,Idaho,6.7
3,2024,Idaho,4.6
4,2024,Idaho,4.0
5,2024,Idaho,3.6
6,2024,Idaho,4.6
7,2024,Idaho,15.5
8,2024,Idaho,13.5
9,2024,Idaho,11.2
10,2024,Idaho,10.4
11,2024,Idaho,9.0
12,2024,Idaho,11.1
1,2025,Idaho,11.2
2,2025,Idaho,8.5
3,2025,Idaho,5.0
1,2020,Illinois,9.6
2,2020,Illinois,8.7
3,2020,Illinois,8.4
4,2020,Illinois,8.2
5,2020,Illinois,6.1
6,2020,Illinois,8.7
7,2020,Illinois,9.1
8,2020,Illinois,8.5
9,2020,Illinois,7.8
10,2020,Illinois,7.9
11,2020,Illinois,8.6
12,2020,Illinois,11.5
1,2021,Illinois,10.0
2,2021,Illinois,11.1
3,2021,Illinois,9.2
4,2021,Illinois,8.7
5,2021,Illinois,7.6
6,2021,Illinois,7.6
7,2021,Illinois,13.1
8,2021,Illinois,11.2
9,2021,Illinois,7.7
10,2021,Illinois,7.2
11,2021,Illinois,8.7
12,2021,Illinois,9.6
1,2022,Illinois,9.1
2,2022,Illinois,8.9
3,2022,Illinois,7.7
4,2022,Illinois,6.5
5,2022,Illinois,7.8
6,2022,Illinois,8.6
7,2022,Illinois,8.5
8,2022,Illinois,7.3
9,2022,Illinois,7.1
10,2022,Illinois,8.4
11,2022,Illinois,9.5
12,2022,Illinois,10.0
1,2023,Illinois,9.8
2,2023,Illinois,7.6
3,2023,Illinois,8.0
4,2023,Illinois,7.5
5,2023,Illinois,8.6
6,2023,Illinois,25.6
7,2023,Illinois,12.4
8,2023,Illinois,11.4
9,2023,Illinois,9.2
10,2023,Illinois,7.5
11,2023,Illinois,8.6
12,2023,Illinois,7.3
1,2024,Illinois,7.3
2,2024,Illinois,9.3
3,2024,Illinois,7.1
4,2024,Illinois,5.1
5,2024,Illinois,6.1
6,2024,Illinois,6.8
7,2024,Illinois,8.9
8,2024,Illinois,9.1
9,2024,Illinois,6.8
10,2024,Illinois,8.3
11,2024,Illinois,6.4
12,2024,Illinois,7.7
1,2025,Illinois,6.4
2,2025,Illinois,7.6
3,2025,Illinois,7.6
4,2025,Illinois,6.7
5,2025,Illinois,5.9
6,2025,Illinois,13.9
1,2020,Indiana,9.1
2,2020,Indiana,8.8
3,2020,Indiana,8.1
4,2020,Indiana,8.4
5,2020,Indiana,5.8
6,2020,Indiana,8.7
7,2020,Indiana,9.4
8,2020,Indiana,8.2
9,2020,Indiana,8.1
10,2020,Indiana,7.5
11,2020,Indiana,9.6
12,2020,Indiana,11.7
1,2021,Indiana,9.8
2,2021,Indiana,12.2
3,2021,Indiana,8.9
4,2021,Indiana,9.2
